text,label,lang,scam_type,source
"DEAR CUSTOM0MR
YOUR iP""T-Y-M D0cuments has been <URL>Line no:<PHONE_NUMBER> call immed.iately. YOUR Aco0unt will B0LCK <URL>ANK",1,mixed,imc25,imc25_smishing
"ALERTE, Pour Authentifier votre paiement de 899.98 euros veuillez saisir le code <US_DRIVER_LICENSE> si vous n'avez pas effectue ce paiement appelez le <PHONE_NUMBER> #HQy55
BONJOUR, Pour Authentifier votre paiement de 899.98 euros veuillez saisir le code <US_DRIVER_LICENSE> si vous n'avez pas effectue ce paiement appelez le <PHONE_NUMBER> #MSGr96",1,mixed,imc25,imc25_smishing
How much r Ì_ willing to pay?,0,en,sms_spam,uci_sms_spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,en,sms_spam,uci_sms_spam
"DEAR SBI YONO USER, Your A/C will be blocked <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking kyc Click here",1,mixed,imc25,imc25_smishing
Dear SBI user your SBI Y0N0 Account will be close <DATE_TIME> please click here on the link update your PAN CARD Number. Thank you,1,mixed,imc25,imc25_smishing
"['Just launch new concept <URL>ine Roi & working incom daily auto transfer in <URL>re details call me- <DATE_TIME>, 'Just launch new concept <URL>ine Roi & working incom daily auto transfer in <URL>re details call me <DATE_TIME>']",1,mixed,imc25,imc25_smishing
MoraBanc: Hem de confirmar les teves dades ca da 90 dies. <NAMED_ENTITY> confirmeu les vostres dades de contacte a través de <URL> avui mateix,1,mixed,imc25,imc25_smishing
"Hi, enjoy 25 pounds for free
Check it out: https://7n rocks/ZevuD/fancy
Good luck",1,mixed,imc25,imc25_smishing
"<LOCATION> sospeso temporaneamente <LOCATION> prepagata Evolution con numero 5333*.Per favore aggiornare <NAMED_ENTITY>, <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
Change again... It's e one next to escalator...,0,en,sms_spam,uci_sms_spam
"LaCaixaBank <NAMED_ENTITY>, le informamos que su cuenta ha sido actualizada correctamente! Por favor confirme sus datos de proteccion : <URL>",1,mixed,imc25,imc25_smishing
CONGRATULATIONS! You won the lottery. Your friend <NAMED_ENTITY> wants to connect with you. Both of you can redeem the prize when you APPLY HERE: <URL>,1,mixed,imc25,imc25_smishing
"T-Mobile: We're updating our Terms & Conditions. Visit <URL> for details. We've also updated our Privacy Notice to reflect changes to how we use data for advertising. To learn more or opt out, go to <URL>",1,mixed,imc25,imc25_smishing
CardStop: We hebben net melding gekregen om uw verloren bankkaart te blokkeren. <NAMED_ENTITY>? Voorkom blokkade via,1,mixed,imc25,imc25_smishing
Your Adultwork account has been <URL>l services have been suspended.Go to <URL> to reactivate <URL>ank you,1,mixed,imc25,imc25_smishing
Your <NAMED_ENTITY> access has been restricted due to some unusual activity. Please visit: <URL>= DO NOT REPLY TO THIS SMS.,1,mixed,imc25,imc25_smishing
"<LOCATION> detectado una <LOCATION>. Por seguridad le rogamos que complete la siguiente verificación: <URL>
Banco Santander Informa: Su firma electronica ha sido bloqueada por motivos de seguridad, para desbloquearla entra en: <URL>
Lamentamos informar que su cuenta ha <NAMED_ENTITY>. <NAMED_ENTITY> complete <NAMED_ENTITY> <URL>",1,mixed,imc25,imc25_smishing
un dispositivo no autorizado se ha conectado a su cuenta online. Si no reconoce este acceso verificar inmediatamente.,1,mixed,imc25,imc25_smishing
Hello! Your Sports Pack - <DATE_TIME> is activated. Amount charged is Rs 75.00 /- for <DATE_TIME>. Renewal charge is Rs 75.00@15Days. To deactivate SMS STOP to <US_DRIVER_LICENSE>. Latest albums of evergreen hits! Set callertune of your choice by visiting <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Dear PAYTM Customer Your Paytm KYC Has Been Suspended Contact Customer Care No. <PHONE_NUMBER> immediately Your Account Will Be Blocked After <DATE_TIME> PAYTM TEAM.,1,mixed,imc25,imc25_smishing
K sure am in my relatives home. Sms me de. Pls:-),0,en,sms_spam,uci_sms_spam
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0,en,sms_spam,uci_sms_spam
"Dear Customer,
Reference your DND SR# SR000016R0BV, the concerned operator has reverted that the reported call/SMS details were insufficient for taking further action. Please register a fresh complaint with complete details.",1,mixed,imc25,imc25_smishing
"Alert: 100 Free Cash Games have been credited in your <NAMED_ENTITY> Rummy A/c on <DATE_TIME> no. <DATE_TIME>.
-Rs. 300 Real Cash
-200% Bonus Upto 15000
-Unlimited Instant Withdrawal
-Play with friends,Check your game replay,Fairplay checking on every game Only on PLAYSHIP Rummy app. Login Now- <URL>",1,mixed,imc25,imc25_smishing
"Dear customer, your ATM card has been block because you did not have an update yet.if you want your ATM card to work properly then contact this no <DATE_TIME>",1,mixed,imc25,imc25_smishing
"GMoney: Dear customer, you are qualified a 500,000NR cash loan. No mortgage. Register now you will get 10,000NR cash bonus. Click & Apply",1,mixed,imc25,imc25_smishing
"My name is Rev Father <NAMED_ENTITY> I am <DATE_TIME>. I have been suffering in the sick bed for <DATE_TIME>. Now I believe that my time has come to join my ancestors in heaven. I got your email address from the Internet, as the spirit of Almighty God directed me to contact you for this charity work. I have $25,000,000.00 deposited with the Finance Tax Force Office for security reasons which I want you to claim on my behalf for an important charitable project,

Can you honestly do this for me?

If Yes, Reply to this Email: ( <EMAIL_ADDRESS> ), and text me with this Number: <PHONE_NUMBER>. Please note that I can only receive and text only. I was restricted for making and receiving calls by my doctor due to my health issues. So you can only text or send me emails don't call.

Remain bless in the Lord.
Rev Father <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
Aap k HBL acount se 12500 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Dear customer,your credit card reward point 8567 are expiring <DATE_TIME> please kindly redeem your points in cash by click here <URL>",1,mixed,imc25,imc25_smishing
AVISO: Un equipo no autorizado esta conectado a su cuenta BBVA. Si no reconoce este acceso verifique mediante:,1,mixed,imc25,imc25_smishing
Then any special there?,0,en,sms_spam,uci_sms_spam
info ING:[BLOQUAGE TEMPORAIRE] Notification importante disponible sur votre espace Home'Bank. Connectez-vous pour en savoir plus,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>, u heeft een openstaande factuur. Voorkom afsluiting, betaal via: <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>, por favor confirme su informacion para continuar: <URL>",1,mixed,imc25,imc25_smishing
『<NAMED_ENTITY>：,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>! <NAMED_ENTITY><URL>lido hasta el 24 de Abril <URL>nsulta <NAMED_ENTITY> y Condiciones en,1,mixed,imc25,imc25_smishing
Hola bienvenido(a): Nuestro sistema de Identidad protegida ha <NAMED_ENTITY> no exitoso a nuestra Sucursal Virtual de BDVenlinea desde un equipo no registrado por lo que hemos bloqueado temporalmente su cuenta y reiniciado los parámetros de acceso. La seguridad de nuestro sistema le ayuda a proteger sus datos personales y evita el uso indebido de estos. Para restablecer el acceso a su cuenta debe ingresar los datos de su BDVenlinea correctos suministrados por usted <NAMED_ENTITY> el servicio de identidad protegida. <NAMED_ENTITY> a que ingrese a través del siguiente enlace y active su cuenta de manera rápida y segura.,1,mixed,imc25,imc25_smishing
{M&T}: your account is restricted due to unusual activities click on the link to gain your access back online,1,mixed,imc25,imc25_smishing
Dear SBI user your SBI YONO Account has been blocked please leave your PAN CARD click here to login your PAN number: <URL>,1,mixed,imc25,imc25_smishing
Dear valued customer this is a friendly reminder that your toll fee is still outstanding. Please settle this payment as soon as possible to avoid any inconvenience view at: <URL>,1,mixed,imc25,imc25_smishing
Info ANTAI : Vous avez un retard de paiement de 3500€ dossier référence <DATE_TIME>. <NAMED_ENTITY> mon dossier d'infraction via : <URL>,1,mixed,imc25,imc25_smishing
"CONGRATULITION FROM S'A MOTORS""HAVE AWARDED YOU A BRAND NEW VW POLO CAR 2021 MODEL REF NO""(TY9SA <DATE_TIME> FOR YOUR CLAIM OR EMAIL <EMAIL_ADDRESS>)",1,mixed,imc25,imc25_smishing
Messaggio della Ambasciata della Repubblica <NAMED_ENTITY>: <NAMED_ENTITY> per maggiori informazioni su <URL>,1,mixed,imc25,imc25_smishing
Dear customer your SBI A/C has been deactivated please update your kyc form visit the link and submit details,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> última versión de Gmail: <URL> [ÁBRELA EN TU iPHONE] 📧,1,mixed,imc25,imc25_smishing
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",0,en,sms_spam,uci_sms_spam
Aap k JazzCash account se 10000 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
<NAMED_ENTITY> verloopt binnenkort Verleng uw registratie van de Login App met uw digipas Dit doet u via <NAMED_ENTITY>:,1,mixed,imc25,imc25_smishing
Teniu a la vostra disposicio una notificacion electronica de Gencat - D.G. DE DRET I D'ENTITATS <NAMED_ENTITY>: <URL>t/3xn3xj amb identificador <US_BANK_NUMBER> Mes info <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Dear Customer Your HDFC Netbanking A/C will be blocked by <DATE_TIME> please update your PANCARD Just click on link <URL>,1,mixed,imc25,imc25_smishing
Cargo por 990 EUR aprobado por defecto en 1 hora. Si no ha sido usted procede a cancelarla inmediatamente aquí: <URL>,1,mixed,imc25,imc25_smishing
Dear customer your Electricity will be dis-connected <DATE_TIME> previous month bl...,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>: Our Mega Year End Sale is LIVE! Get flat 10% OFF on Domestic Flights with ICICI Credit & Debit Cards. Code: GOICICI | GOICICIDC. Click: <URL>,1,mixed,imc25,imc25_smishing
Congrats! Dear sir You have selected 1st Prize MAHINDRA XUV IN Mega offer Day In FLIPKART <URL>is Is Valid TODAY For Reg. Contact: <PHONE_NUMBER> T&C Apply.,1,mixed,imc25,imc25_smishing
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,en,sms_spam,uci_sms_spam
"<NAMED_ENTITY>?, <NAMED_ENTITY> 30Menit <NAMED_ENTITY> 1) <URL> 2) <URL> 3) <URL>",1,mixed,imc25,imc25_smishing
ประกาศการอัปเกรดSCBโปรดอัปเดตหินที่ <URL>,1,mixed,imc25,imc25_smishing
"We have been unable to process your <DATE_TIME> bill payment, to avoid extra charges please go to <URL>",1,mixed,imc25,imc25_smishing
Headin towards busetop,0,en,sms_spam,uci_sms_spam
Dear Staff You are selected join our company and wage is 18000 RS. <URL> TULIPS INTERNATIONAL SCHOOL Dear Staff You are selected join our company and wage is 18000 RS. <URL> TULIPS INTERNATIONAL SCHOOL,1,mixed,imc25,imc25_smishing
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,en,sms_spam,uci_sms_spam
"Estimado cliente:
No se ha podido <NAMED_ENTITY> el 28/10 porque no se <NAMED_ENTITY> <LOCATION> (1 €).
<NAMED_ENTITY>:",1,mixed,imc25,imc25_smishing
"StockTips Insider News

Buy 50000 Qty of ARNAVCORP <US_DRIVER_LICENSE> at CMP 2.53 TGT 5,7,9 SL2 Company Is Announcing 5 new Channels

Board meeting <DATE_TIME> call <UK_NHS>",1,mixed,imc25,imc25_smishing
"Dear user your bank card has been blocked, Because you have not update if you want to keep using your ATM card please call on this number <PHONE_NUMBER> -",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> Surat Kendaraan Anda Proses Cpt, Bisa T.Over, <NAMED_ENTITY> B,I <NAMED_ENTITY>-king, Hub: Indra<PHONE_NUMBER>) (telp, sms, wa)",1,mixed,imc25,imc25_smishing
Uw aanmelding is gelukt! <NAMED_ENTITY> blokkade heeft aangevraagd vraag <NAMED_ENTITY>.,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> (dyllan_flor.) invited you to <NAMED_ENTITY>: <URL>
Unsubscribe: <URL>",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>. Le informamos de que a partir del <DATE_TIME> no podra utilizar su tarjeta debido a cambios de la politica de seguridad. <NAMED_ENTITY> link para el proceso de activacion:,1,mixed,imc25,imc25_smishing
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1,en,sms_spam,uci_sms_spam
"['The transaction function of your OCBC account will be suspended. To prevent your account from being locked out, update it on <DATE_TIME>. access [URL].', 'Your OCBC account transaction has been suspended, please update it on <DATE_TIME>, otherwise the account will be locked. Please access [URL].']",1,mixed,imc25,imc25_smishing
Congratulations 80XX You are eligible for 75% Discnt on Covid19 AntiBody Test done @ur HOME Test Worth <DATE_TIME> Here,1,mixed,imc25,imc25_smishing
"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0,en,sms_spam,uci_sms_spam
"MR [Redacted], please make future <NAMED_ENTITY> payments to Bank: FNB, Account: <US_BANK_NUMBER>, Branch: <US_DRIVER_LICENSE>, Reference: <US_BANK_NUMBER> 080 Instalment Due R[Redacted]",1,mixed,imc25,imc25_smishing
Dear J I O Customer your J I O will be block on <DATE_TIME>'s To continue your S I M Please call customer care no <PHONE_NUMBER> immediately,1,mixed,imc25,imc25_smishing
"You have an outstanding vehicle tax refund of £82.42 from overpayment, request a refund:
<URL>
FINAL REQUEST",1,mixed,imc25,imc25_smishing
DBT/MGNREGA/PM-KISAN/State Govt./Other payment of Rs. 500.00 credited to your Acc No. XXXXXX812395 on <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Dear Pyatm Customer your Pyatm KYC has been <URL>atm office PH <DATE_TIME> <URL>ll your account will block within <URL>ank you Pyatm team,1,mixed,imc25,imc25_smishing
"Mr. <NAMED_ENTITY>: ¡Hola a todos! <NAMED_ENTITY> recordatorios para esta semana. (1) Los estudiantes tienen su paquete de la semana pasada para esta noche en Google Classroom. (2) ¡El libro del mes de septiembre vence el 3 de octubre! (PRUEBA DE GRADO) . (3) Los estudiantes están comenzando un proyecto en clase hoy para celebrar la Semana de los Libros Prohibidos. Estamos investigando libros para niños que han sido desafiados (<LOCATION>'s Web, Junie B Jones, Holes, por nombrar algunos) <NAMED_ENTITY>. Estamos haciendo este proyecto principalmente",1,mixed,imc25,imc25_smishing
Still in customer place,0,en,sms_spam,uci_sms_spam
お客様が不在の為お何物を持ち帰りました。こちら〜にてご確認ください,1,mixed,imc25,imc25_smishing
"Standard Bank: Hi Bonga, the South African Reserve Bank announced a 0.25% increase to the repo rate effective from <DATE_TIME>. Learn how this change will impact your Savings and Investment account by visiting",1,mixed,imc25,imc25_smishing
"Dear Customer, Apke NayaPay account me 12500 PKR deposit hue hain. Available Balance: 12500 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
CORREOS  Su paquete no se ha podido <NAMED_ENTITY> porque no se han pagado las tasas de aduana (2.99).Siga las instrucciones.,1,mixed,imc25,imc25_smishing
Data alert: You have consumed 50% of the data usage limit on your Airtel Mobile <PHONE_NUMBER>. Data Consumed 87.4 GB out of 174.8 GB. Now upgrade your data plan and track usage with Airtel Thanks App. Click,1,mixed,imc25,imc25_smishing
"BNP PARIBAS FORTIS: Uw kaart wordt nu toegevoegd aan Apple Pay. <NAMED_ENTITY> initiatief, verifieer onmiddellijk via: <URL>",1,mixed,imc25,imc25_smishing
